Nombre de nœuds,Temps moyen (secondes)
3280,0.000004
3290,0.000005
3300,0.000003
3310,0.000003
3320,0.000004
3330,0.000005
3340,0.000005
3350,0.000004
3360,0.000004
3370,0.000004
3380,0.000005
3390,0.000004
3400,0.000004
3410,0.000003
3420,0.000005
3430,0.000006
3440,0.000007
3450,0.000005
3460,0.000005
3470,0.000003
3480,0.000003
3490,0.000003
3500,0.000004
3510,0.000004
3520,0.000004
3530,0.000005
3540,0.000004
3550,0.000004
3560,0.000003
3570,0.000004
3580,0.000004
3590,0.000004
3600,0.000005
3610,0.000004
3620,0.000003
3630,0.000004
3640,0.000003
3650,0.000004
3660,0.000004
3670,0.000003
3680,0.000003
3690,0.000003
3700,0.000004
3710,0.000004
3720,0.000004
3730,0.000004
3740,0.000004
3750,0.000003
3760,0.000004
3770,0.000003
3780,0.000003
3790,0.000004
3800,0.000005
3810,0.000003
3820,0.000006
3830,0.000005
3840,0.000004
3850,0.000008
3860,0.000005
3870,0.000005
3880,0.000005
3890,0.000004
3900,0.000005
3910,0.000004
3920,0.000004
3930,0.000004
3940,0.000004
3950,0.000003
3960,0.000004
3970,0.000003
3980,0.000003
3990,0.000003
4000,0.000005
4010,0.000005
4020,0.000006
4030,0.000004
4040,0.000004
4050,0.000005
4060,0.000005
4070,0.000005
4080,0.000007
4090,0.000004
4100,0.000004
4110,0.000003
4120,0.000004
4130,0.000004
4140,0.000005
4150,0.000004
4160,0.000004
4170,0.000004
4180,0.000004
4190,0.000004
4200,0.000004
4210,0.000005
4220,0.000005
4230,0.000006
4240,0.000006
4250,0.000006
4260,0.000004
4270,0.000003
4280,0.000004
4290,0.000003
4300,0.000004
4310,0.000006
4320,0.000005
4330,0.000007
4340,0.000004
4350,0.000004
4360,0.000005
4370,0.000006
4380,0.000006
4390,0.000004
4400,0.000003
4410,0.000004
4420,0.000004
4430,0.000003
4440,0.000005
4450,0.000003
4460,0.000005
4470,0.000004
4480,0.000004
4490,0.000004
4500,0.000004
4510,0.000005
4520,0.000006
4530,0.000005
4540,0.000004
4550,0.000004
4560,0.000005
4570,0.000003
4580,0.000004
4590,0.000009
4600,0.000006
4610,0.000003
4620,0.000006
4630,0.000005
4640,0.000004
4650,0.000004
4660,0.000004
4670,0.000004
4680,0.000003
4690,0.000007
4700,0.000005
4710,0.000004
4720,0.000003
4730,0.000005
4740,0.000004
4750,0.000005
4760,0.000004
4770,0.000004
4780,0.000009
4790,0.000011
4800,0.000006
4810,0.000006
4820,0.000006
4830,0.000006
4840,0.000004
4850,0.000004
4860,0.000004
4870,0.000004
4880,0.000006
4890,0.000006
4900,0.000006
4910,0.000005
4920,0.000005
4930,0.000005
4940,0.000005
4950,0.000006
4960,0.000006
4970,0.000007
4980,0.000007
4990,0.000007
5000,0.000005
5010,0.000004
5020,0.000004
5030,0.000003
5040,0.000004
5050,0.000005
5060,0.000004
5070,0.000005
5080,0.000004
5090,0.000004
5100,0.000005
5110,0.000005
5120,0.000004
5130,0.000005
5140,0.000005
5150,0.000005
5160,0.000007
5170,0.000007
5180,0.000004
5190,0.000004
5200,0.000006
5210,0.000007
5220,0.000005
5230,0.000005
5240,0.000005
5250,0.000014
5260,0.000006
5270,0.000005
5280,0.000005
5290,0.000005
5300,0.000006
5310,0.000005
5320,0.000010
5330,0.000006
5340,0.000005
5350,0.000008
5360,0.000005
5370,0.000007
5380,0.000005
5390,0.000005
5400,0.000005
5410,0.000005
5420,0.000004
5430,0.000004
5440,0.000004
5450,0.000006
5460,0.000004
5470,0.000005
5480,0.000004
5490,0.000005
5500,0.000005
5510,0.000008
5520,0.000005
5530,0.000004
5540,0.000003
5550,0.000004
5560,0.000004
5570,0.000005
5580,0.000005
5590,0.000007
5600,0.000004
5610,0.000009
5620,0.000004
5630,0.000005
5640,0.000005
5650,0.000003
5660,0.000004
5670,0.000003
5680,0.000004
5690,0.000005
5700,0.000005
5710,0.000004
5720,0.000004
5730,0.000004
5740,0.000004
5750,0.000004
5760,0.000004
5770,0.000005
5780,0.000006
5790,0.000006
5800,0.000004
5810,0.000005
5820,0.000005
5830,0.000005
5840,0.000004
5850,0.000006
5860,0.000005
5870,0.000005
5880,0.000003
5890,0.000005
5900,0.000004
5910,0.000004
5920,0.000004
5930,0.000005
5940,0.000005
5950,0.000004
5960,0.000005
5970,0.000004
5980,0.000005
5990,0.000005
6000,0.000006
6010,0.000005
6020,0.000005
6030,0.000005
6040,0.000006
6050,0.000006
6060,0.000005
6070,0.000007
6080,0.000006
6090,0.000004
6100,0.000006
6110,0.000004
6120,0.000006
6130,0.000006
6140,0.000010
6150,0.000007
6160,0.000005
6170,0.000005
6180,0.000005
6190,0.000004
6200,0.000005
6210,0.000004
6220,0.000004
6230,0.000005
6240,0.000004
6250,0.000004
6260,0.000004
6270,0.000004
6280,0.000006
6290,0.000004
6300,0.000004
6310,0.000005
6320,0.000004
6330,0.000004
6340,0.000006
6350,0.000004
6360,0.000004
6370,0.000004
6380,0.000004
6390,0.000005
6400,0.000005
6410,0.000004
6420,0.000004
6430,0.000004
6440,0.000004
6450,0.000004
6460,0.000004
6470,0.000004
6480,0.000004
6490,0.000005
6500,0.000004
6510,0.000004
6520,0.000006
6530,0.000006
6540,0.000004
6550,0.000004
6560,0.000004
6570,0.000008
6580,0.000007
6590,0.000010
6600,0.000004
6610,0.000004
6620,0.000004
6630,0.000004
6640,0.000004
6650,0.000003
6660,0.000004
6670,0.000004
6680,0.000004
6690,0.000004
6700,0.000006
6710,0.000004
6720,0.000004
6730,0.000004
6740,0.000006
6750,0.000006
6760,0.000004
6770,0.000004
6780,0.000004
6790,0.000004
6800,0.000004
6810,0.000004
6820,0.000006
6830,0.000006
6840,0.000004
6850,0.000004
6860,0.000004
6870,0.000004
6880,0.000004
6890,0.000004
6900,0.000005
6910,0.000004
6920,0.000005
6930,0.000004
6940,0.000004
6950,0.000004
6960,0.000005
6970,0.000005
6980,0.000004
6990,0.000004
7000,0.000005
7010,0.000004
7020,0.000006
7030,0.000005
7040,0.000004
7050,0.000005
7060,0.000004
7070,0.000006
7080,0.000005
7090,0.000007
7100,0.000005
7110,0.000004
7120,0.000009
7130,0.000010
7140,0.000004
7150,0.000004
7160,0.000010
7170,0.000004
7180,0.000004
7190,0.000004
7200,0.000004
7210,0.000005
7220,0.000004
7230,0.000006
7240,0.000010
7250,0.000006
7260,0.000004
7270,0.000004
7280,0.000004
7290,0.000004
7300,0.000004
7310,0.000014
7320,0.000008
7330,0.000004
7340,0.000004
7350,0.000004
7360,0.000006
7370,0.000004
7380,0.000004
7390,0.000005
7400,0.000004
7410,0.000006
7420,0.000009
7430,0.000008
7440,0.000006
7450,0.000004
7460,0.000004
7470,0.000004
7480,0.000004
7490,0.000006
7500,0.000005
7510,0.000005
7520,0.000004
7530,0.000007
7540,0.000005
7550,0.000006
7560,0.000006
7570,0.000004
7580,0.000004
7590,0.000005
7600,0.000004
7610,0.000004
7620,0.000008
7630,0.000004
7640,0.000004
7650,0.000005
7660,0.000006
7670,0.000007
7680,0.000007
7690,0.000006
7700,0.000004
7710,0.000005
7720,0.000005
7730,0.000004
7740,0.000004
7750,0.000004
7760,0.000004
7770,0.000005
7780,0.000004
7790,0.000004
7800,0.000004
7810,0.000005
7820,0.000004
7830,0.000004
7840,0.000004
7850,0.000004
7860,0.000007
7870,0.000005
7880,0.000006
7890,0.000005
7900,0.000006
7910,0.000004
7920,0.000004
7930,0.000004
7940,0.000004
7950,0.000006
7960,0.000004
7970,0.000004
7980,0.000004
7990,0.000013
8000,0.000006
8010,0.000004
8020,0.000005
8030,0.000006
8040,0.000005
8050,0.000005
8060,0.000004
8070,0.000005
8080,0.000005
8090,0.000004
8100,0.000003
8110,0.000006
8120,0.000006
8130,0.000004
8140,0.000004
8150,0.000006
8160,0.000004
8170,0.000006
8180,0.000005
8190,0.000004
8200,0.000006
8210,0.000004
8220,0.000004
8230,0.000021
8240,0.000007
8250,0.000006
8260,0.000004
8270,0.000005
8280,0.000004
8290,0.000006
8300,0.000006
8310,0.000006
8320,0.000004
8330,0.000004
8340,0.000004
8350,0.000008
8360,0.000006
8370,0.000004
8380,0.000009
8390,0.000006
8400,0.000004
8410,0.000006
8420,0.000005
8430,0.000006
8440,0.000004
8450,0.000005
8460,0.000004
8470,0.000004
8480,0.000006
8490,0.000006
8500,0.000005
8510,0.000004
8520,0.000004
8530,0.000004
8540,0.000004
8550,0.000006
8560,0.000004
8570,0.000005
8580,0.000004
8590,0.000006
8600,0.000004
8610,0.000007
8620,0.000005
8630,0.000004
8640,0.000004
8650,0.000005
8660,0.000004
8670,0.000006
8680,0.000005
8690,0.000004
8700,0.000005
8710,0.000004
8720,0.000004
8730,0.000007
8740,0.000005
8750,0.000006
8760,0.000006
8770,0.000004
8780,0.000007
8790,0.000004
8800,0.000004
8810,0.000004
8820,0.000004
8830,0.000008
8840,0.000005
8850,0.000005
8860,0.000005
8870,0.000005
8880,0.000006
8890,0.000004
8900,0.000004
8910,0.000007
8920,0.000005
8930,0.000007
8940,0.000004
8950,0.000004
8960,0.000004
8970,0.000007
8980,0.000006
8990,0.000005
9000,0.000007
9010,0.000007
9020,0.000004
9030,0.000004
9040,0.000004
9050,0.000007
9060,0.000004
9070,0.000005
9080,0.000004
9090,0.000004
9100,0.000006
9110,0.000006
9120,0.000006
9130,0.000004
9140,0.000007
9150,0.000007
9160,0.000006
9170,0.000008
9180,0.000004
9190,0.000004
9200,0.000004
9210,0.000004
9220,0.000004
9230,0.000006
9240,0.000004
9250,0.000005
9260,0.000004
9270,0.000004
9280,0.000005
9290,0.000004
9300,0.000004
9310,0.000006
9320,0.000007
9330,0.000009
9340,0.000004
9350,0.000004
9360,0.000004
9370,0.000004
9380,0.000006
9390,0.000004
9400,0.000006
9410,0.000006
9420,0.000006
9430,0.000004
9440,0.000007
9450,0.000006
9460,0.000004
9470,0.000007
9480,0.000004
9490,0.000006
9500,0.000004
9510,0.000004
9520,0.000004
9530,0.000004
9540,0.000007
9550,0.000006
9560,0.000005
9570,0.000004
9580,0.000006
9590,0.000004
9600,0.000004
9610,0.000005
9620,0.000006
9630,0.000007
9640,0.000004
9650,0.000004
9660,0.000005
9670,0.000004
9680,0.000004
9690,0.000004
9700,0.000007
9710,0.000005
9720,0.000006
9730,0.000006
9740,0.000004
9750,0.000004
9760,0.000004
9770,0.000006
9780,0.000005
9790,0.000004
9800,0.000004
9810,0.000006
9820,0.000006
9830,0.000007
9840,0.000006
9850,0.000004
9860,0.000004
9870,0.000007
9880,0.000004
9890,0.000003
9900,0.000004
9910,0.000007
9920,0.000005
9930,0.000006
9940,0.000004
9950,0.000004
9960,0.000004
9970,0.000004
9980,0.000006
9990,0.000008
10000,0.000004
