Nombre de nœuds,Temps moyen (secondes)
3280,0.000004
3290,0.000003
3300,0.000003
3310,0.000003
3320,0.000005
3330,0.000007
3340,0.000003
3350,0.000005
3360,0.000004
3370,0.000003
3380,0.000003
3390,0.000003
3400,0.000003
3410,0.000003
3420,0.000003
3430,0.000003
3440,0.000003
3450,0.000004
3460,0.000003
3470,0.000004
3480,0.000003
3490,0.000004
3500,0.000003
3510,0.000002
3520,0.000004
3530,0.000003
3540,0.000003
3550,0.000003
3560,0.000003
3570,0.000003
3580,0.000003
3590,0.000004
3600,0.000003
3610,0.000003
3620,0.000003
3630,0.000003
3640,0.000003
3650,0.000004
3660,0.000003
3670,0.000003
3680,0.000003
3690,0.000003
3700,0.000003
3710,0.000003
3720,0.000003
3730,0.000003
3740,0.000003
3750,0.000003
3760,0.000003
3770,0.000004
3780,0.000003
3790,0.000004
3800,0.000003
3810,0.000003
3820,0.000004
3830,0.000006
3840,0.000004
3850,0.000006
3860,0.000004
3870,0.000003
3880,0.000005
3890,0.000004
3900,0.000005
3910,0.000005
3920,0.000004
3930,0.000003
3940,0.000004
3950,0.000004
3960,0.000005
3970,0.000003
3980,0.000006
3990,0.000004
4000,0.000005
4010,0.000004
4020,0.000004
4030,0.000004
4040,0.000003
4050,0.000004
4060,0.000004
4070,0.000005
4080,0.000005
4090,0.000004
4100,0.000004
4110,0.000004
4120,0.000003
4130,0.000004
4140,0.000005
4150,0.000004
4160,0.000004
4170,0.000005
4180,0.000004
4190,0.000003
4200,0.000004
4210,0.000003
4220,0.000003
4230,0.000004
4240,0.000003
4250,0.000003
4260,0.000003
4270,0.000003
4280,0.000003
4290,0.000003
4300,0.000003
4310,0.000004
4320,0.000005
4330,0.000003
4340,0.000003
4350,0.000003
4360,0.000004
4370,0.000003
4380,0.000003
4390,0.000004
4400,0.000004
4410,0.000005
4420,0.000003
4430,0.000004
4440,0.000003
4450,0.000003
4460,0.000005
4470,0.000003
4480,0.000003
4490,0.000004
4500,0.000003
4510,0.000004
4520,0.000005
4530,0.000004
4540,0.000003
4550,0.000004
4560,0.000006
4570,0.000004
4580,0.000005
4590,0.000004
4600,0.000004
4610,0.000004
4620,0.000004
4630,0.000004
4640,0.000006
4650,0.000004
4660,0.000005
4670,0.000003
4680,0.000003
4690,0.000004
4700,0.000004
4710,0.000004
4720,0.000004
4730,0.000003
4740,0.000004
4750,0.000004
4760,0.000004
4770,0.000005
4780,0.000005
4790,0.000003
4800,0.000003
4810,0.000003
4820,0.000004
4830,0.000007
4840,0.000003
4850,0.000003
4860,0.000004
4870,0.000003
4880,0.000003
4890,0.000003
4900,0.000004
4910,0.000004
4920,0.000003
4930,0.000003
4940,0.000004
4950,0.000004
4960,0.000004
4970,0.000003
4980,0.000003
4990,0.000005
5000,0.000004
5010,0.000004
5020,0.000004
5030,0.000004
5040,0.000005
5050,0.000004
5060,0.000006
5070,0.000005
5080,0.000004
5090,0.000004
5100,0.000004
5110,0.000008
5120,0.000004
5130,0.000004
5140,0.000004
5150,0.000005
5160,0.000004
5170,0.000004
5180,0.000004
5190,0.000006
5200,0.000004
5210,0.000007
5220,0.000003
5230,0.000003
5240,0.000003
5250,0.000004
5260,0.000003
5270,0.000004
5280,0.000003
5290,0.000003
5300,0.000005
5310,0.000004
5320,0.000004
5330,0.000003
5340,0.000003
5350,0.000003
5360,0.000003
5370,0.000003
5380,0.000003
5390,0.000003
5400,0.000004
5410,0.000005
5420,0.000005
5430,0.000003
5440,0.000003
5450,0.000003
5460,0.000003
5470,0.000003
5480,0.000003
5490,0.000003
5500,0.000003
5510,0.000005
5520,0.000003
5530,0.000004
5540,0.000003
5550,0.000004
5560,0.000004
5570,0.000003
5580,0.000003
5590,0.000004
5600,0.000004
5610,0.000004
5620,0.000009
5630,0.000006
5640,0.000005
5650,0.000006
5660,0.000004
5670,0.000004
5680,0.000004
5690,0.000004
5700,0.000005
5710,0.000006
5720,0.000005
5730,0.000004
5740,0.000003
5750,0.000007
5760,0.000004
5770,0.000003
5780,0.000003
5790,0.000003
5800,0.000003
5810,0.000003
5820,0.000003
5830,0.000003
5840,0.000003
5850,0.000003
5860,0.000004
5870,0.000003
5880,0.000003
5890,0.000003
5900,0.000003
5910,0.000003
5920,0.000004
5930,0.000003
5940,0.000011
5950,0.000003
5960,0.000003
5970,0.000003
5980,0.000003
5990,0.000003
6000,0.000005
6010,0.000003
6020,0.000003
6030,0.000003
6040,0.000003
6050,0.000003
6060,0.000003
6070,0.000003
6080,0.000003
6090,0.000003
6100,0.000003
6110,0.000004
6120,0.000003
6130,0.000003
6140,0.000003
6150,0.000003
6160,0.000003
6170,0.000003
6180,0.000003
6190,0.000003
6200,0.000003
6210,0.000005
6220,0.000003
6230,0.000004
6240,0.000003
6250,0.000003
6260,0.000003
6270,0.000004
6280,0.000005
6290,0.000003
6300,0.000003
6310,0.000004
6320,0.000003
6330,0.000003
6340,0.000003
6350,0.000003
6360,0.000004
6370,0.000004
6380,0.000004
6390,0.000004
6400,0.000004
6410,0.000004
6420,0.000003
6430,0.000003
6440,0.000003
6450,0.000003
6460,0.000003
6470,0.000003
6480,0.000003
6490,0.000003
6500,0.000003
6510,0.000003
6520,0.000004
6530,0.000005
6540,0.000004
6550,0.000004
6560,0.000003
6570,0.000003
6580,0.000003
6590,0.000003
6600,0.000003
6610,0.000004
6620,0.000003
6630,0.000004
6640,0.000004
6650,0.000003
6660,0.000003
6670,0.000003
6680,0.000003
6690,0.000003
6700,0.000004
6710,0.000003
6720,0.000003
6730,0.000003
6740,0.000003
6750,0.000003
6760,0.000003
6770,0.000003
6780,0.000004
6790,0.000004
6800,0.000003
6810,0.000004
6820,0.000005
6830,0.000003
6840,0.000004
6850,0.000003
6860,0.000003
6870,0.000004
6880,0.000004
6890,0.000006
6900,0.000004
6910,0.000003
6920,0.000005
6930,0.000003
6940,0.000003
6950,0.000004
6960,0.000003
6970,0.000004
6980,0.000004
6990,0.000004
7000,0.000004
7010,0.000004
7020,0.000003
7030,0.000003
7040,0.000004
7050,0.000003
7060,0.000003
7070,0.000004
7080,0.000003
7090,0.000004
7100,0.000003
7110,0.000005
7120,0.000003
7130,0.000004
7140,0.000004
7150,0.000003
7160,0.000003
7170,0.000004
7180,0.000003
7190,0.000004
7200,0.000004
7210,0.000004
7220,0.000004
7230,0.000003
7240,0.000004
7250,0.000005
7260,0.000006
7270,0.000003
7280,0.000003
7290,0.000003
7300,0.000003
7310,0.000003
7320,0.000005
7330,0.000003
7340,0.000003
7350,0.000003
7360,0.000004
7370,0.000003
7380,0.000005
7390,0.000003
7400,0.000005
7410,0.000004
7420,0.000004
7430,0.000003
7440,0.000003
7450,0.000005
7460,0.000005
7470,0.000003
7480,0.000003
7490,0.000003
7500,0.000005
7510,0.000004
7520,0.000004
7530,0.000003
7540,0.000004
7550,0.000003
7560,0.000003
7570,0.000004
7580,0.000003
7590,0.000003
7600,0.000003
7610,0.000006
7620,0.000005
7630,0.000004
7640,0.000004
7650,0.000006
7660,0.000003
7670,0.000004
7680,0.000004
7690,0.000003
7700,0.000003
7710,0.000004
7720,0.000003
7730,0.000003
7740,0.000004
7750,0.000003
7760,0.000004
7770,0.000004
7780,0.000004
7790,0.000004
7800,0.000005
7810,0.000004
7820,0.000004
7830,0.000003
7840,0.000003
7850,0.000003
7860,0.000004
7870,0.000004
7880,0.000005
7890,0.000004
7900,0.000004
7910,0.000004
7920,0.000005
7930,0.000003
7940,0.000004
7950,0.000004
7960,0.000004
7970,0.000005
7980,0.000004
7990,0.000003
8000,0.000004
8010,0.000005
8020,0.000004
8030,0.000004
8040,0.000004
8050,0.000005
8060,0.000003
8070,0.000004
8080,0.000004
8090,0.000003
8100,0.000003
8110,0.000003
8120,0.000003
8130,0.000003
8140,0.000004
8150,0.000004
8160,0.000005
8170,0.000003
8180,0.000003
8190,0.000003
8200,0.000003
8210,0.000003
8220,0.000003
8230,0.000004
8240,0.000005
8250,0.000004
8260,0.000003
8270,0.000003
8280,0.000003
8290,0.000004
8300,0.000004
8310,0.000004
8320,0.000003
8330,0.000004
8340,0.000003
8350,0.000004
8360,0.000003
8370,0.000004
8380,0.000003
8390,0.000003
8400,0.000003
8410,0.000004
8420,0.000003
8430,0.000005
8440,0.000004
8450,0.000003
8460,0.000003
8470,0.000003
8480,0.000006
8490,0.000003
8500,0.000003
8510,0.000003
8520,0.000003
8530,0.000004
8540,0.000003
8550,0.000003
8560,0.000004
8570,0.000003
8580,0.000003
8590,0.000003
8600,0.000003
8610,0.000003
8620,0.000005
8630,0.000004
8640,0.000004
8650,0.000007
8660,0.000004
8670,0.000005
8680,0.000003
8690,0.000004
8700,0.000003
8710,0.000004
8720,0.000004
8730,0.000004
8740,0.000004
8750,0.000003
8760,0.000004
8770,0.000004
8780,0.000003
8790,0.000003
8800,0.000005
8810,0.000004
8820,0.000003
8830,0.000003
8840,0.000004
8850,0.000004
8860,0.000005
8870,0.000003
8880,0.000003
8890,0.000003
8900,0.000004
8910,0.000003
8920,0.000005
8930,0.000005
8940,0.000005
8950,0.000006
8960,0.000005
8970,0.000004
8980,0.000005
8990,0.000004
9000,0.000005
9010,0.000004
9020,0.000006
9030,0.000004
9040,0.000004
9050,0.000003
9060,0.000003
9070,0.000003
9080,0.000003
9090,0.000003
9100,0.000003
9110,0.000003
9120,0.000003
9130,0.000003
9140,0.000005
9150,0.000004
9160,0.000003
9170,0.000004
9180,0.000004
9190,0.000004
9200,0.000003
9210,0.000004
9220,0.000004
9230,0.000004
9240,0.000003
9250,0.000003
9260,0.000005
9270,0.000004
9280,0.000005
9290,0.000005
9300,0.000005
9310,0.000005
9320,0.000005
9330,0.000005
9340,0.000004
9350,0.000008
9360,0.000007
9370,0.000005
9380,0.000005
9390,0.000004
9400,0.000003
9410,0.000003
9420,0.000006
9430,0.000003
9440,0.000005
9450,0.000006
9460,0.000004
9470,0.000010
9480,0.000004
9490,0.000005
9500,0.000003
9510,0.000004
9520,0.000003
9530,0.000004
9540,0.000003
9550,0.000003
9560,0.000003
9570,0.000005
9580,0.000005
9590,0.000003
9600,0.000003
9610,0.000004
9620,0.000004
9630,0.000003
9640,0.000003
9650,0.000003
9660,0.000003
9670,0.000003
9680,0.000003
9690,0.000006
9700,0.000005
9710,0.000003
9720,0.000004
9730,0.000003
9740,0.000003
9750,0.000004
9760,0.000004
9770,0.000004
9780,0.000003
9790,0.000003
9800,0.000005
9810,0.000003
9820,0.000004
9830,0.000003
9840,0.000003
9850,0.000003
9860,0.000003
9870,0.000004
9880,0.000008
9890,0.000004
9900,0.000003
9910,0.000003
9920,0.000004
9930,0.000003
9940,0.000004
9950,0.000003
9960,0.000003
9970,0.000004
9980,0.000003
9990,0.000004
10000,0.000003
